sentence,label
"	Seterusnya, seperti yang dikatakan dalam soalan 1 saya telah meninggalkan semua buku latihan dan buku teks di sekolah. Maka, saya tidak dapat memberikan latihan untuk murid-murid yang ada kemudahan internet. Saya telah berkolaborasi dengan sekolah-sekolah lain dan mencari pelbagai latihan di internet serta memberikan kepada murid-murid saya. Tetapi latihan-latihan yang saya telah dapat adalah latihan yang agak sukar untuk murid-murid saya. Kerana murid-murid saya mempunyai daya pemikiran yang rendah. Maka, saya telah mengubahsuai latihan-latihan yang saya dapati mengikut kesesuaian murid-murid saya dan menyediakan platform untuk membuat latihan seperti platform Google Classroom, Quizz, Google Form, Word Wall dan lain-lain lagi. Hanya tiga orang murid sahaja dapat membuat latihan atas talian dan murid-murid yang lain tidak dapat membuat. Saya dapat juga berinteraksi dengan murid tahun 6 dalam kelas atas talian. Saya juga menyediakan banyak kertas soalan UPSR untuk murid tersebut. Ibu bapa murid tersebut memberikan kerjasama yang amat baik setelah melihat kesunguhan saya menjalankan kelas atas talian walaupuan muridnya seorang. ",1
"	Seterusya, saya juga dapat mengawal diri dengan baik. Ini amat penting dalam saya mendidik anak-anak saya agar mempunyai kawalan diri yang baik. Sebagai seorang ibu saya perlu menyediakan anak- anak saya supaya bersedia menghadapi cabaran hidup yang lebih positif. Kawalan diri yang baik membantu setiap individu untuk bersedia menghadapi cabaran hidup dengan bertindak balas dengan cara yang lebih positif. Ia juga dapat membantu meningkatkan harga diri dan keyakinan diri anak-anak. Hal ini dapat membantu saya membina kehidupan keluarga yang lebih sejahtera.",2
"	Tanggungjawab sebagai guru semasa PKP amatlah mencabar. Ini kerana tidak dapat menyampaikan PdPC secara bersemuka, bagaimanakah dapat memastikan murid-murid telah menyiapkan semua tugasan yang diberi kepada mereka? Inilah satu tanda soal kepada guru. Saya memang juga menghadapi masalah ini. Bagi saya, saya perlu menjalin hubungan yang baik dengan ibu bapa murid. Dengan kerjasama dan bantuan ibu bapa, saya dapat mengenalpasti kebanyakkan murid saya dapat menyiapkan tugasan dalam masa yang ditetapkan. Bagi aktiviti-aktiviti yang dimuat naik dalam Google Classroom sentiasa saya pantau dan memastikan murid-murid mengikutinya. Sekiranya terdapat murid yang tidak menyelesaikan tugas, saya akan menghubungi ibu bapa murid-murid secepat mungkin. ",1
"	Teori perkembangan kognitif adalah penting dan perlu dikuasai oleh guru untuk dijadikan panduan dalam proses pengajaran dan pembelajaran (Santrock, 2008). Menurut Mok Soon Sang (2009), beliau mentakrifkan intervensi dalam konteks pengajaran dan pembelajaran sebagai penglibatan individu yang mempunyai kemahiran dalam bidang tertentu untuk meningkatkan daya kognitif murid. Ini menunjukkan teori perkembangan kognitif dapat membantu guru membuat intervensi untuk menyelesaikan masalah pembelajaran murid. Selepas saya mengajar satu topik, saya akan menilai tahap penguasaan murid. Saya telah dapati bahawa terdapat beberapa murid menghadapi masalah dalam pembelajaran. Oleh itu, saya akan berusaha membuat intervensi selepas proses pengajaran supayan dapat membantu murid yang lemah.

 	Selain menjalankan intervensi, saya juga akan mempelbagaikan cara pengajaran di dalam kelas supaya dapat memberi motivasi dan menarik minat mereka untuk belajar. Saya telah menjalankan pembelajaran dengan menggunakan bahan bantu mengajar supaya dapat meningkatkan minat murid untuk melibatkan diri secara aktif dalam aktiviti pengajaran dan pembelajaran dalam memperkembang daya kognitif mereka. Penggunaan bahan bantu mengajar yang sesuai mengikut peringkat perkembangan kognitif murid amat amat penting kerana bahan bantu mengajar dapat membantu murid memahami sesuatu topik dengan berkesan. Dengan menggunakan bahan bantu mengajar, saya dapat membantu murid untuk meningkatkan daya kognitif mereka secara lebih efektif. ",1
"	Terdapat banyak yang kita tidak tahu mengenai virus COVID-19, jadi ia adalah tindak balas normal dan biasa untuk berasa bimbang, cemas, dan resah tentang impak dan penyebarannya.  Apabila saya berasa bimbang dan resah, saya akan kekal tenang dan sentiasa berfikir bahawa masih ramai mereka di luar sana yang sama-sama turut berjuang melawan pandemik ini.  Saya akan mengikuti perkembangan semasa pandemic Covid-19 setiap hari supaya saya dapat sentiasa bersedia untuk menjalankan tindakan yang sewajarnya demi mengelakkan diri saya dan semua ahli keluarga saya dariapda jangkitan Virus Covid-19 ini, lebih-lebih lagi saya yang tinggal berdekatan dalam zon merah di mana Virus ini memangnya berada di sekitar tempat kediaman saya.",2
"	Terlebih dahulu, saya menerangkan secara ringkas apa yang saya faham tentang Psikologi kognitif, iaitu satu bidang yang melibatkan kajian proses mental dalaman - semua perkara yang berlaku di dalam otak kita, termasuk persepsi, pemikiran, ingatan, perhatian, bahasa, penyelesaian masalah, dan pembelajaran. Terdapat banyak aplikasi praktikal dapat membantu saya menghadapi cabaran sekarang, seperti memberi bantuan mengatasi gangguan ingatan, meningkatkan ketepatan membuat keputusan, mencari jalan untuk membantu saya untuk mengatasi gangguan pembelajaran, dan menyusun startegi  untuk meningkatkan pembelajaran saya. Setelah saya mendalami apa yang dibincangkan dalam Psikologi Kognitif, saya lebih faham akan bagaimana saya berfikir dan memproses maklumat bukan sahaja membantu saya mendapatkan pemahaman yang lebih mendalam tentang bagaimana otak manusia berfungsi, tetapi membolehkan psikologi berkembang cara baru untuk menolong saya menangani masalah psikologi. ",2
"	Untuk kesihatan fizikal saya, saya telah mengaturkan satu program latihan di rumah (dalam tempoh PKP).  Saya akan menjalankan latihan senaman ringgan pada waktu pagi di halaman rumah selama setengah jam.  Lepas itu, saya akan mengayuh basikal selama 1 jam, kemudian saya akan menjalankan senaman yoga dan meditasi selama 1 jam pada sebelah petang.  Latihan-latihan fizikal ini akan menjadi kebiasaan dan rutin harian saya.  Selain latihan fizikal, saya juga berbincang dengan isteri saya supaya menyediakan menu makanan yang sihat dengan mengambil kira keperluan kami yang berada pada peringkat umur 50-an.  Secara ringkasnya, menu yang lebihkn protin dan kurangkan karbohidrat serta garam.  Dengan adanya pemakanan dan latihan fizikal yang lebih sihat,  saya harap dapat memulihkan tubuh badan dan menjadi lebih muda.",1
"	Untuk memastikan saya dapat menyempurnakan pengajian saya, saya sedar bahawa beberapa perkara yang dapat membantu saya dalam pembelajaran saya (Effective Studying),  antaranya Elaborate, iaitu satu proses yang membantu saya mentrasfer apa yang saya belajar ke Ingatan Jangka Panjang, Generate and Test, Organize, Take Breaks, Avoid �Illusions of Learning�, dan Be An Active Note-Taker. ",1
"	Untuk meneruskan pengajian saya, saya perlu menghadapi banyak cabaran.  Terutamnya, dalam keadaan yang ada pada diri saya sekarang, saya memang sentiasa berasa tidak terdaya untuk meneruskan pengajian ini atas sebab daya ingatan yang semakin lemah, kekangan masa yang tidak dapat dielakkan, tugasan dari UTM dan sekolah yang banyak,  komitmen kehidupan yang tidak dapat dielakkan,keletihan dan banyak-banyak lagi.  Saya perlu mencari satu motivasi dan cara yang membolehkan saya mengatasi sekatan ini.  Apa yang saya lakukan ialah menetapkan target yang lebih tinggi supaya pengajian di peringkat sarjana ini menjadi salah satu proses kea rah target tersebut (iaitu menuntut di peringkat phD). ",0
"	Untuk mengatasi cabaran mengajaran dalam talian menggunakan Google Classroom, Saya telah belajar cara penggunaan Google Classroom (GC) dan mereka latihan dalam talian. Pengalaman belajar meningkatkan bilangan sambungan synaptic setiap neuron (Johnson, 2011). Oleh itu, pengalaman sangat penting dalam pertumbuhan. Ia mempengaruhi hubungan antara neurons yang boleh kekal sepanjang hidup kita. Dalam hal ini, pada permulaan, saya tidak tahu cara menggunakan GC untuk pengajaran dalam talian. Selepas belajar dan berulang menggunakannya, saya semakin mahir menggunakannya. Pengalaman penggunaan menghasilkan perkaitan neurologikal yang menyebabkan saya semakin mahir menggunakan GC. Informasi GC yang dipelajari telah disusun ke dalam skema pada memori jangka panjang. Penggunaan proses kognitif saya telah ditambahbaikkan apabila saya dapat menggunakan strategi untuk mempromosikan pengekodan yang bermakna.",1
"	Untuk menghadapi cabaran kerja dan kehidupan, saya sentiasa bersikap positif dan mengdakan rundingan/ perbincangan jika berlaku percanggahan pendapat serta sentiasa membantu ahli keluarga dan rakan sejawat yang menghadapi masalah.  Dengan sikap suka membantu dan memberi motivasi kepada orang, saya rasa saya penuh dengan kekuatan mental dan fizikal.  Sebaliknya pula, saya akan meminta bantuan orang lain jika saya sendiri menghadapi masalah.",2
"	Untuk segi psikologi dan kerohanian, saya akan mengekalkan pengamalan corak hidup yang sihat.  Terlebih dahulu, saya akan memastikan kehidupan keluarga yang harmoni dan semua ahli keluarga yang dapat bergaul mesra setiap masa.  Semua ahli keluarga saya dapat berinteraksi dengan baik walaupun tidak dapat saling menziarahi, namun boleh berbual melalui Zoom atau Google Meet sekurang-kurangnya sekali dalam satu minggu.  Dengan adanya keharmonian keluarga, kesejahteraan hidup terjamin.",2
"	Walau bagaimanapun, saya dapat melihat hal ini dari sudut pandang dan perspektif orang lain. Kaedah pengajaran dan pembelajaran atas talian sudah menjadikan suatu keperluan dalam masa kini. Murid-murid sudah tiga bulan tidak hadir ke sekolah untuk belajar dan kebanyakannya susah menjalankan pembelajaran kendiri dalam rumah tanpa tunjuk ajar dan bantuan guru-guru. Oleh itu, kaedah tersebut memastikan sesi pembelajaran tidak akan ditangguhkan dan mereka tidak akan tercicir dalam pelajaran.",2
"	Walau bagaimanapun, saya dapat meneruskan pembelajaran dengan teknologi canggih yang sudah diciptai dalam zaman kini. Pensyarah-pensyarah membentuk kelas secara atas talian dengan Big Blue Button, Webex dan Zoom untuk kami. Sebenarnya, pembelajaran sebegini memang menyesuaikan saya dengan keperluan diri sendiri kerena ia fleksibel dan saya tidak perlu bergerak ke sekolah dari tempat tinggal saya serta menjimatkan masa dan kos perjalanan.",2
"	Walaubagaimanapun, bekerjasama semua raykat dan kerajaan telah berjaya mencegah penyakit koronavirus ke arah yang lebih serius. Pada 13 Mei 2020, Perintah Kawalan Pergerakan bersyarakt ( PKPB ) telah dilaksanakan di seluruh negara Malaysia. Operasi tersebut telah menunjukan keadaan yang baik pada tindakan mencegah penyakit koronavirus di Malasysia. Masyarakat juga buka semula dan sektor ekonomi Malaysia juga semakin baik dan meningkat. Kehidupan raykat Malaysia telah mengembali seperti biasa.",1
"	Walaupun pelbagai cabaran perlu diharungi semasa PKP, saya perlu tabah dan sabar mendepani semua cabaran ini.",2
"	Walaupun saya berhadapan dengan pelbagai masalah, saya tidak putus asa untuk menyelesaikanya. Saya telah berfikir untuk banyak kali, berkolaborasi dengan orang lain dan mencuba untuk setiap kali. Masa PKP memang mencabar untuk saya. Dan saya mula berfikir secara luas dan mula mengambil keputusan yang sesuai tanpa menyusahkan orang lain.",2
. Diharap dalam proses penyelesaian masalah pada masa PKP ini dapat menambah pengalaman saya dan  menjadi hala tunjuk saya pada masa akan datang,2
".	Bagi saya, tanggungjawab sebagai isteri, ibu, guru dan juga penuntut merupakan bebanan yang amat berat semasa KPK. Tanpa kesihatan fizikal dan mental yang stabil, memang agak susah untuk menghadapinya. Mujurnya, mendapat sokongan dan galakkan daripada ahli keluarga dan rakan-rakan, segala cabaran dapat ditempuhi dengan lancarnya. ",2
"18 Mac 2020 merupakan satu hari yang sukar  dilupai oleh setiap rakyat  Malaysia kerana telah dikenakan Perintah Kawalan Pergerakan (PKP) bagi membendung penyebaran wabak COVID-19. Seluruh negara terkejut, tergamam semasa Perintah Kawalan Pergerakan (PKP) Fasa 1 diumum oleh Perdana Menteri Ke-8, Tan Sri Muhyiddin Yassin. Usaha kerajaan Malaysia untuk memutuskan rantai penyebaran COVID-19, PKPB dan PKPP telah dilanjutkan sehingga 31 Ogos. Banyak perkara berubah 360 darjah antaranya semua rakyat terpaksa duduk di rumah dan dilarang keluar pada PKP fasa 1, sekolah dan institusi pendidikan  ditutup dan  hanya perkhidmatan penting dibenar beroperasi. Banyak cabaran yang harus setiap rakyat harungi termasuklah saya dari   aspek emosi, fikiran dan tingkah laku pada ketika itu..",1
"(PDRM) pada mulanya memberi amaran bahawa sesiapa yang tidak mematuhi langkah kawalan boleh dikenakan pelbagai penalti di bawah�.Walau bagaimanapun, pada 18 Mac, jabatan�mengeluarkan gazet persekutuan khusus untuk perintah kawalan, menyatakan penalti sehingga RM1,000 dan/atau sehingga enam bulan penjara bagi sesiapa yang tidak mematuhi peraturan perintah itu. Semua rakyat Malaysia telah terkesan dengan PKP yang telah dilaksanakan ini termasuklah saya.",1
"Akhirnya, saya mengunakan banyak kaedah dan cara untuk menjaga kesejahteraan saya dari segi emosi, fizikal, psikologi dan rohani. Oleh kerana pengamalan yoga� dan meditasi, saya sentiasa dapat menyenangkan fikiran saya tanpa berfikir perkara yang lain. Ia juga membantu saya untuk mengawal kesabaran saya dan memberikan keyakinan untuk tidak mudah berputus asa.",2
"Akibatnya, saya mula menunjukkan simtom vertigo, migrain, gastrik atau serangan panik. Apabila keadaan ini berlaku, saya tidak mampu untuk bangun dari tempat tidur. Saya memerlukan tempoh yang lama untuk pulih seperti sedia kala. Jadi dengan merujuk kepada pengalaman lalu di samping sedar kepada kelemahan diri, saya seharusnya lebih praktikal. Akhirnya, saya membuat keputusan untuk berjumpa dengan ketua penyelia dan menyatakan keputusan saya untuk menolak tanggungjawab tersebut. Ketua penyelia sangat memahami dan memberikan semangat kepada saya untuk terus bekerja dan belajar tetapi perlu mendapatkan rehat yang cukup. ",1
"Apa yang boleh saya huraikan berkaitan kognitif ini, yang pertama membantu saya menyelesaikan masalah. Penyelesaian masalah ialah sebagai satu proses kognitif dengan maklumat  digunakan sebagai usaha mencari cara yang sesuai bagi mencapai satu sesuatu matlamat. Sebagai contoh saya ingin selesaikan masalah pembelajaran saya dengan masa, yang mana saya perlu mengenal pasti masalah, kemudian takrifkan dan gambarkan masalah yang saya hadapi, selepas itu saya mulakan Langkah dengan mencari strategi yang munasabah, dan yang terakhir barulah saya melihat Kembali dan menilai adakah keberkenan penyelesaian masalah masa itu mampu mengubah jadual kerja serta belajat saya. Kemudian ianya   mampu mencapai masalah ini dengan lebih sistematik.",2
"Apabila berada di rumah pula saya dapat meluangkan lebih banyak masa bersama keluarga sambil menonton televisyen, bermain online game dan membuat aktiviti pembersihan di dalam dan juga di luar rumah, ALHAMDULILLAH.  Anak-anak dan suami banyak membantu meringankan kerja harian saya di rumah serta membantu menyiapkan hidangan untuk keluarga.  Keseronokan timbul apabila saya dan keluarga dapat berinteraksi bersama keluarga abang-abang dan kakak saya melalui capaian Zoom sekali dalam seminggu secara serentak untuk melepas rindu yang kebiasaanya hanya dengan video call bagi setiap keluarga.  Saya juga selalu menghubungi melalui telefon ibu dan bapa saudara yang selalunya saya kunjungi untuk bertanya khabar.  ",2
"Apabila dilakukan pembelajaran secara atas talian, pelajar tidak lagi boleh bergantung kepada pensyarah semata-mata sebagai sumber ilmu. Pelajar perlu membuka minda untuk meneliti bahan pembelajaran lain di atas talian, bukan nota dan kuliah pensyarah semata-mata. Dalam pada itu, dengan keterbatasan pergerakan, sebagai pelajar saya perlu memanfaatkan sepenuhnya sumber atas talian, misalnya buku elektronik, You Tube malah juga kalkulator saintifik. Mengambil kira cabaran sama ada para pelajar kini masih berada di kampus atau telah berada di rumah, mereka mesti lebih berdisiplin, Maklum sahaja, tidak perlu berkejaran ke dewan kuliah, tetapi hanya perlu duduk di depan komputer atau bersama telefon bimbit bagi mengikuti pengajian. Pencarian bahan pembelajaran yang sahih dan betul juga merupakan salah satu kemahiran pembelajaran sepanjang hayat yang perlu dibina. Ini boleh termasuk nota atau buku elektronik dari universiti terkemuka, video dan platform pembelajaran terbuka seperti Massive Open Online Courses (MOOC) yang percuma.",1
"Apabila kita mempunyai pengetahuan berkenaan dengan Psikologi Kognitif yang mana ianya dapat membantu saya mengatasi masalah dan cabaran yang dihadapi pada masa ini. Pendekatan kognitif menekankan proses mental dalaman seseorang. Sebagai contoh dalam kehidupan yang saya lalui, yang mana ilmu Psikologi Kognitif membantu saya menerima maklumat diproses melalui pemilihan, perbandingan dan penyatuan dengan maklumat lain yang sedia ada dalam ingatan. Sebagai contoh ingatan jangka masa panjang dan ingatan jangka pendek dapat membantu saya dengan keadaan situasi sekarang itu PKP yang memberi beban kepada kognitif saya ini. Memori ini dapat membantu saya menguruskan mental dengan sebaik yang mungkin dalam kehidupan.",2
Bagi cabaran PKP ini merupakan sesuatu yang di luar kawalan saya.  Oleh itu saya perlu menerimanya dengan menyesuaikan diri dengan mengikuti norma kehidupan yang baru.  Saya perlu mengikuti peraturan dan langkah-langkah yang telah digariskan oleh kerajaan dalam memutuskan penularan pendemik ini.  Sekiranya saya melawan untuk berdepan dengan cabaran ini saya akan menjadi tertekan seterusnya mengganggu emosi dan kesihatan diri saya.    ,2
"Bagi mengatasi cabaran sikap murid yang malas dan tidak bermotivasi, saya boleh memupuk self-concepts dalam kalangan murid supaya murid berasa dirinya diperlu dan dihargai dalam kelas. Self-concept adalah kognitif (Schunk al. 2014). Untuk mengembangkan self-concept murid, saya telah menyediakan pengalaman belajar yang mendorong kejayaan dan menyokong autonomi dan inisiatif dalam diri pelajar. Dengan ini, penyertaan murid dalam kelas maya telah meningkat. perhatian dan persepsi mengalihkan maklumat dari memori sensori ke memori kerja. Perhatian dan persepsi mengalihkan maklumat dari memori sensori ke memori kerja. Saya telah memulakan pengajaran maya dengan menolong pelajar memberi tumpuan kepada rangsangan yang sesuai dan mengabaikan maklumat yang tidak berkaitan. Kemudian, saya menggunakan contoh yang bersesuaian untuk membina skema yang bermakna dan berinteraksi dengan murid dengan meletakkan mereka dalam peranan aktif secara kognitif dan mengurangkan beban kognitif. Saya juga menggunakan modeling dan galakan metakognisi untuk membantu pelajar menyedari cara-cara belajar yang terbaik.",1
"Bagi mengatasi masalah tidak pandai memasak, saya telah menggunakan cara penyelesaian Algoritma. Cara ini boleh diwujudkan dalam beberapa bentuk seperti formula, arahan atau percubaan untuk menyelesaikan masalah. Saya telah menggunakan strategi algoritma iaitu saya memasak mengikut resipi yang dirujuk atau menonton cara-cara memasak melalui Youtube, dalam hal ini resipi  bertindak sebagai arahan yang dijalankan dalam bentuk urutan bagi menghasilkan makanan yang dikehendaki. Menurut Feldman (2010), sesuatu masalah pasti akan dapat diselesaikan jika strategi algoritma diaplikasikan sesuai dengan masalah yang dihadapi. Begitulah saya dapat menyelesaikan masalah yang saya hadapi dengan mudah dan cepat.",1
"Bagi mengetahui keadaan diri serta keluarga, saya telah melakukan Saringan Minda Sihat dengan menggunakan soal selidik DASS di klinik kerajaan. Saya juga banyak mencari maklumat untuk mengesan tekanan dalam kalangan anak-anak. Apabila saya mengetahui keadaan diri dan anak-anak, saya mendapatkan khidmat nasihat daripada doctor dan kaunselor. Saya juga bertanya kepada rakan-rakan panduan atau nasihat bagi menguruskan keadaan ini di rumah. ",1
"Bagi menghadapi bebanan tugas yang muncul secara mendadak dan di luar jangka ada kalanya menyebabkan saya mudah keletihan.  Walau bagaimanapun, saya mengambil perkara ini sebagai pengalaman baru dalam dunia pekerjaan yang selama ini tidak pernah timbul perkara seperti ini.  Dengan itu saya tidak akan mudah putus asa untuk menjalankan tugas dengan tenang dan gembira.  Perkara-perkara ini saya ambil perhatian bagi menjadikan ianya sebagai panduan untuk mengatasi perkara yang serupa di masa akan datang.  Setelah pandemik ini beransur hilang, saya jadikan pengalaman PKP ini sebagai satu pengalaman indah untuk dikenang kerana ianya tidak pernah berlaku sebelum ini.",2
"Bagi menjaga kesejahteraan dari aspek rohani, sesungguhnya kerohanian Islam seperti rasa cinta kepada Allah SWT, ikhlas beribadat, tawakal, sabar menghadapi tekanan hidup, takwa, ihsan, amanah, kasih sesama sendiri dan sebagainya juga antara cabang keimanan. Kerohanian merujuk kepada elemen hati (qalb) yang membawa kepada perkembangan personaliti manusia secara seimbang. Kerohanian adalah imuniti dan kawalan dalaman yang memainkan peranan membawa kebaikan. Hati dipenuhi kekuatan iman, taqwa, tawakal, sabar, ikhlas, jujur dan amanah yang membawa keredaan dan kesejahteraan. Kestabilan dan keteguhan sebuah negara bergantung kepada kekuatan jati diri rakyatnya. Apabila rakyat dijangkiti penyakit sosial, hidup semata-mata mengejar kemewahan dan keseronokan hawa nafsu, berpecah belah, negara akan menuju kehancuran. Nilai kerohanian membolehkan manusia mempunyai akhlak dan tingkah laku yang baik serta memelihara nilai-nilai itu walau apa juga perubahan yang berlaku di persekitarannya.",2
"Bagi menyesuaikan pekerjaan dan belajar dengan PKP ini, saya menggunakan segala kemudahan yang disediakan oleh kerajaan. Saya juga memastikan rangkaian internet dan akses kepada gadjet di rumah adalah lancar bagi membantu melaksanakan kerja dan membuat tugasan. Contohnya penggunaan data internet percuma serta penggunaan telefon pintar dan tab yang diberikan kepada guru untuk saya melakukan kerja dan anak-anak membuat tugasan yang diberi oleh guru mereka. Internet dan gadjet elektronik ini amat membantu dalam tempoh PKP ini.",1
"Bagi saya pula, seorang guru sekolah rendah yang masih lagi tidak dibuka sesi persekolahan. Namun begitu, kami perlu melaksanakan pembelajaran secara atas talian menggunakan apa-apa medium yang boleh dicapai oleh ibu bapa. Pembelajaran secara atas talian ini menjadi satu cabaran baru buat saya. Ini kerana murid-murid saya adalah terdiri daripada murid Tahun 1 dan Tahun 3 yang sentiasa memerlukan bimbingan dan belum matang untuk menggunakan gadjet serta computer secara sendiri. Ibu bapa perlu memainkan peranan untuk membantu anak-anak mereka menyiapkan tugasan secara atas talian ini. Terdapat juga isu-isu lain yang diutarakan oleh ibu bapa apabila melibatkan pembelajaran anak-anak secara atas talian. Contohnya ibu bapa yang memiliki anak-anak yang ramai yang masih bersekolah. Masing-masing akan berebut untuk menggunakan telefon pintar ibu dan bapa untuk mengakses kepada pembelajaran. ",1
"Be aware of your limits.Committing to more work than i can handle is very common, so don't panic.  Studying should, without a doubt, be main priority. Working should just be a source of financial support that might need, and a way to gather extra experience. So understand and honor your limits, and ensure that you don't stress more than you're meant to. Explain situation to  manager, and make sure you don't burn out! The best way to do this is to mention that you are studying during your job interview before you start working.",1
Bebanan tugas semasa PKP sangat berbeza.  Saya terlibat dengan urusan sumber manusia termasuk pegawai yang bertukar keluar dan masuk samada di dalam Semenanjung juga Sabah dan Sarawak.  Ramai pegawai yang telah mengambil cuti sebelum PKP yang tidak dapat pulang bekerja seterusnya perlu dikeluarkan surat arahan untuk melapor bekerja di APMM yang paling hampir tempat mereka berada.  Bagi pegawai yang diarah bertukar ke Sabah dan Sarawak tidak dapat melaksanakannya kerana tiada penerbangan yang dijadualkan.  Penempatan sementara mereka perlu disusun semula supaya mereka dapat bekerja seperti biasa dan tidak membazirkan tenaga kerja.  Bagi pegawai yang bertukar masuk juga terlibat kerana tiada pergerakan sepanjang awal PKP.  Oleh itu rutin harian bekerja saya juga bertambah dengan urusan di luar jangka ini.,0
"Bekerja sambil belajar bukan perkara semudah yang disangka oleh saya sebelum ini. Tahun lepas saya telah mengambil keputusan untuk menyambung pengajian. Sebelum saya meneruskan pengajian, saya telah memohon kebenaran daripada ketua jabatan saya. Ketua jabatan setuju saya menyambung pengajian dengan syarat pengajian yang saya ambil tidak akan mengganggu kerja saya. Pada masa ini, saya perlu bijak membahagikan masa antara komitmen kerja, keluarga dan pengajian.",1
"Berdasarkan prinsip teori perkembangan kognitif Lev Vygotsky (1934-1986), guru perlu memberi perhatian dan mengambil berat terhadap murid yang menghadapi masalah.  Semasa saya mengajar, saya sentiasa memberi motivasi  dan membimbing murid lemah supaya mereka berusaha belajar  Sebagai contoh, sekiranya saya dapati murid saya menghadapi masalah dalam penggunaan sifir, saya akan membimbing mereka dengan menggunakan pelbagai startegi untuk menguasai sifir.Selain itu, saya juga akan memberi semangat kepada mereka untuk menguasai sifir. Selepas mereka menguasai sifir, saya akan memberi ganjaran kepada merekan supaya mereka akan berusaha belajar.",1
"Berdasarkan soalan 1, negara kita telah berhadapan dengan cabaran wabak Covid-19 sejak beberapa bulan yang lalu dan masih berada dalam lingkungan wabak tersebut. Wabak Covid-19 merupakan wabak penyakit koronavirus 2019 yang berterusan secara global berpunca daripada koronavirus sindrom pernafasan akut teruk . Usaha untuk mencegah penyebaran wabak Covid-19, Perdana Menteri negara kita telah mengambil keputusan untuk melaksanakan Perintah Kawalam Pergerakan (PKP) sebagai langkah pencegahan Covid-19 termasuk sekatan perjalanan, kuarantin, pengurungan, penangguhan acara dan pembatalan, serta penutupan kemudahan . Oleh kerana PKP semua sekolah, institut, pejabat, kilang, dan kedai telah ditutup sepenuhnya untuk sementara waktu. Maka, saya telah menghadapi cabaran yang amat besar dan bimbang dengan wabak ini. ",1
"Berdasarkan soalan bagaimana anda menjaga kesejahteraan anda secara fizikal, psikologi dan secara rohani, jawapan saya pertama sekali saya menjaga kesihatan mental. Kesihatan mental merupakan satu konsep yang memerlukan keseimbangan di antara aspek fizikal, psikologi dan kerohanian. Kesihatan mental ada salingkaitannya yang boleh mempengaruhi kebolehan seseorang bertindakbalas dengan cara yang sesuai dan sewajarnya . Saya dapat menjaga kesihatan mental saya dengan membuat terapi yang memberikan rehat untuk otak saya. Sebagai contohnya, saya suka melukis, menanam dan mendengar lagu. Semasa saya berasa tertekan, saya akan menyimpan semua kerja-kerja penting dan mula melukis, menanam dan mendengar lagu. Terapi yang merehatkan minda membantu kita untuk berfikir perkara yang lain dan kita mula berasa lega. ",1
"Bukan mudah untuk saya dan keluarga menyesuaikan diri dengan suasana kebiasaan baharu sepanjang PKP. Keadaan ini boleh memberi kesan kepada emosi dan tingkah  laku jika tidak diurus dengan baik. Menurut perunding Psikiatri Sunway Medical Centre Velocity, Dr Lim Wai Jenn, setiap perubahan yang berlaku dalam kehidupan boleh memberi tekanan sehingga menyebabkan individu mengalami kebimbangan dan kemurungan. ",0
"Cabaran kedua ialah saya perlu menyesuaikan diri dalam dunia pendidikan. Sifat ingin tahu akan mendorong saya menyesuaikan diri dalam dunia pendidikan yang sering berubah-ubah, contohnya dari segi sukatan kurikulum dan kaedah mengajar. Sebagai guru, saya sering menghdapai cabaran semasa mengajar. Saya akan cuba meningkatkan kemahiran dalam pengajaran dalam pendidikan. Selain itu, saya juga akan membentukkan suasana pembelajaran sosial yang positif dan menjadikan kelas lebih kondusif dan sesuai untuk murid belajar. Semasa mengajar, saya dapat menggunakan kebijaksanaan komunikasi dengan murid. Selain itu, saya juga sentiasa memberi pujian dan penghargaan kepada murid supaya dapat meningkatkan keyakinan murid dalam proses pembelajaran. Dengan menggunakan cara-cara ini, saya dapat mengesan punca masalah dan berupaya menyelesaikan masalah. ",1
"Cabaran kedua ialah semasa pelaksaan PKP ini, mula-mula saya berasa amat tertekan dan emosi saya tidak stabil. Kerana secara tiba-tiba kita dimaklumkan untuk berkurung dirumah dan jangan keluar rumah. Pada masa itu, saya berfikir dengan tugasan UTM dan kerja-kerja sekolah yang belum selesai. Bukan itu sahaja, saya juga risau dengan murid tahun 6 yang menduduki peperiksaan UPSR untuk tahun 2020. Setelah beberapa hari pelaksanaan PKP, perdana menteri kita mengumumkan bahawa semua orang perlu membuat kerja dari rumah dan menteri pendidikan juga mengumumkan bahawa memberikan kerja sekolah kepada murid-murid dalam talian. Saya tidak dapat menjalankan kelas atas talian kepada murid-murid saya kerana murid-murid saya merupakan murid-murid orang asli dan tinggal di pedalaman. Mereka tidak mempunyai kemudahan telefon pintar dan kemudahan yang lain untuk membuat kelas atas talian. Pada masa itu saya amat risau dengan murid-murid saya, kerana murid-murid sekolah saya tidak mempunyai kemudahan talian untuk membuat kerja sekolah. ",0
