sentence,label
"After my survey, 95% of family neither have computer or printer at home. All they had only a smart phone with limited data access. I am a preschool teacher, and my students all were new learner. It was impossible to request them to copy the question on exercise book because some of them even don't know how to hold a pencil or draw a particular line. All I could hope is their parents or grandparents. At the end, I comprised to use an alternative way which was recording the lesson and send to parents via application of Whatapps. On the very first day of virtual online teaching, I needed parents to draw the picture question for their children and they were all in helpful. The first day of virtual teaching was succeed but there were still some sound of grumbling from their parents.  ",0
"After the child falls asleep at night, finally i have my �me time. At this time, i can attend to my own emotional needs; read a book; enjoy a movie; pamper yourself. Recently i have a new hobby, that is to play with micro size blocks. Every time i feel stressed, i will play micro size blocks in the middle of the night. When i finished a building block, i felt very fulfilled and the pressure was relatively reduced.",2
"All in all, understanding own cognition and trying to find out the ways can solve the problem that I faced in my life.",2
"An unpredictable outbreak-COVID-19 broke out and swept the world, included our country-Malaysia. COVID-19 has caused our government and medical staff  a huge loss and made  people panic. This is because COVID-19 can be easily transmitted and the rate of infection is very fast. Furthermore, there is no medicine to control the outbreak yet. The most worrying thing is that COVID-19 is not easily diagnosed. This is a big challenge for front line medical staff. In addition, this epidemic is very explosive and can cause people to lose their lives. Therefore, our government decided to implement Movement Control Order (MCO) on 18th March 2020 to prevent the spread of the epidemic. Even until now MCO is still practice to prevent the second wave of outbreaks.",0
"Another challenge for me during MCO and real-life experience is it is difficult to let the students to think outside the box. They don't have the creativity to propose a creative idea. I have been teaching English for eight years. I discovered an issue where students lack of idea and they cannot propose a fantastic idea. If you want to have good ideas you must have many ideas. Most of them will be wrong, and what you have to learn is which ones to throw away”. (Crick, 1995) My students are facing the problem as they don't have the ability to generate ideas. As a result, they don't have good ideas. For example, I always ask students to predict an ending of the story. They can think the ending based on their creativity. However, I always feel disappointed with their answer due to their creativity.  ",0
"Another challenge is the learning environment. During MCO, I spent most of the time at home. The environment at home is very comfortable for me to relax. I feel free to rest and eat at home and nearly broke the routine of daily life. Obviously, this environment at home is not suitable for learning. A lot of distractions in home like television, food and bed affect my focus in studies. Therefore, the efficiency of learning was very bad during MCO. I tried and failed to achieve the understanding most of the time. ",0
"Another cognition I can relate is learning and memory. Learning is when we pick up new information or skills while memory is the process of storing knowledge and skills and recalling them. Everyone has ways they prefer to learn new things or in theories we called it as learning style. I would prefer to learn by listening and doing which it makes my understanding better. Usually I will listen to Youtube any information needed and jot it down so that I can memorize what I have listened. I also prefer to learn in the morning and in a quiet environment to make myself focus and concentrate without any distractions. In conclusion, understanding my own cognition helps me to cope my works easily. ",1
Are our children really affected by this? When teachers suffer chronic stress and depression their attitude  towards  their  students  is  poor  and  irritable.  They  are  less  sensitive  to  the  children's issues and become less involved in the learning process. ,0
"As a mother , a teacher and a master student ,the challenges that i have to face throughout MCO is multi-tasking and scheduling. I need to working from home during the MCO has them wearing many hats ... simultaneously: making sure work work gets done as fast as possible. My headmaster is very efficient. He asked us to complete the task he gave in the shortest time. Sometimes, he will set deadlines for those tasks during MCO. During this crisis period, in addition to work, i had to take care my family, which put a lot of pressure on me.",0
"As a preschool teacher, attention is a part of crucial component in teaching. Children love the interesting learning method and eye-catching subject to attract their attention. This make the lesson become easier and meaningful. The meaningful knowledge will be remembered more lasting and store in long term memory because it related to episodic memory. The episodic memory is the memory of daily event that can be explicitly stated. For example: the virtual science class during MCO is floating experiment. The child is able to list out again the floating and sinking objects and even can explain the whole experiment process. This is because of the episodic memory.     ",1
"As a remedial teacher, I am responsible to teach students who are weak in study especially in subject Bahasa Melayu. Most of my students have difficulties in remembering the knowledge that I teach in class. For example, they learned how to spell “gajah” today, but they will forget on the next day. The knowledge of short-term and working memory in cognitive psychology helped me to understand the reasons. My students have weak short-term memory which affect their study. I used repetition approach to help them in learning. In this approach, I trained them to read and write the same words or sentences every day. I changed the words after make sure they can transfer the knowledge from short-term to long-term memory.  ",1
"As a teacher who worked in the primary school, the closure of school means I have to change my teaching norm in respond to this changes. All teachers were encouraged to build up a class communication group by using WhatsApp and also create online learning platform via Google classroom. Honestly, I seldom give my phone number to parents as I always hope to have my private time out of working period. But now I have to change my mind and accept the reality as I have to assist students and also parents to settle their problem within almost 24 hours a day.",1
"As the old saying goes, all work and no play makes Jack a dull boy. Exercising is another method to maintain well-being. Exercising not only can improve physical health due to sedentary, but mental health as well. Excerpt from article “The disease that robs us of ourselves” in Reader�s Digest Magazine, August 2012, exercise is known to be anti-inflammatory and older adults who exercise regularly are at lower risk for cognitive decline. I do Tabata exercise at least 4 minutes until 8 minutes per day to maintain my body health and also to keep fit. I feel so at ease and things are clear after exercising and eventually happy.",2
"As they say time and tide wait for no man. Throughout the MCO, I not only have learnt to pay more attention in my tasks but also learnt to manage my time effectively. Furthermore, I also learnt to take care of my family member at home. I think the cognitive psychology that I had learnt very useful in my life because it revolve on studying mental function and the mind such as memory, learning, perception, attention, language, reasoning, decision making and conceptual development. Knowledge is power and knowledge is the best tool for self-improvement and understanding myself. So, I want to learnt more about the cognitive psychology and apply it in my future from time to time.  ",2
"Attention problems can make me difficult to focus at my work and my studies. The memory problems make me struggle to handle the my course work. I felt depress when i struggle with my course work, the negative thinking can interfere with my health and happiness. I will felt down and easily lost my temper. We all experience these negative thoughts from time to time, but after having the knowledge about cognition psychology, i can overcome with the pessimistic thinking in daily life. ",2
"Because of limited of time and everyone bears heavy responsibility, I have to plan the time wisely and fix a date for discussion and make sure that every discussion comes out with fruitful outcomes. According to my past experience, it is quite difficult for all to discuss if without any preparation before this and it must uses up much time to discuss every single thing. Some more, my group members may do not have much more time to think the proposal owing to they are immersed in other works, such as house chores and school works. Thus, I would plan whole the proposal and write down the ideas on a piece of paper for easy to discuss. This makes us easy to discuss, easily modify the ideas and stimulate others' opinions. After discuss, we split the assignment into parts and everyone takes their own parts to do. Thus, I think that this is a better way to curb the challenge.",1
"Because of MCO, I realized the important of technology and I am going to teach students about the little information of the use of technology because it had become part of life. The statement which stated that the powerful of technology is undefeatable. ",1
"Because of virus covid-19, Malaysia is entering a new lifestyle such as social distancing, no school life, and even work from home. The life became struggling when all the works and life gathered together. The working environment was tougher than before as theree were a lot of noise in house, such as television's playing sound and kid's talking sound. But,   it isn't hard to maintain a good condition of physically, psychologically, and spiritually if I knew myself well and following the suitable instruction. ",1
"Because the study atmosphere was home, which surrounded by lots of sound such as mothers cooking sound, sisters chatting sound, televisions playing sound and so on. But what I felt lucky was that I had learned how to focus myself on task and refuse distracting by others. Mastering the attention skill was the best part in my academic life because it helped me a lots during this crisis time. Studying, teaching and maintaining work-life balance are hard, but paying attention on task helped me to settle down one by one easily and quickly. In contrast, I will lost a lot of precious time if I was attention divergent. ",2
"Besides that, I learnt about daydreaming, solitude and mindfulness in cognitive psychology. By knowing all these terms, it helps me a lot in my psychologically. For example, using daydreaming to enhance creativity is to know how to harness its power. One way to do is to take a break from what I am doing and purposely let my mind wander, an activity which I’ve seen has been linked to creativity (Baird et al, 2010). The actions I can do are take a break, take a shower, take a walk and pay attention to my mind wanderings. Therefore, when I feel I can’t take it anymore, I will let my mind wander. I realize that one of the benefits of solitude is that it can help avoid distractions. Kaufman and Gregoire say that “solitude isn’t just about avoiding distractions; it’s about giving the mind the space it needs to reflect, make new connections and find meaning.” Therefore, I have a place to be alone, away from distractions and stay there for long enough to give my mind space to create ideas. Besides, mindfulness helps me to pay attention to the present moment. I meditate regularly. It helps me reduce stress and enhance my creativity.",2
"Besides that, juggling within works, study and life were another big challenge for me to cope with. Before MCO, my life was on stable routine which was teaching and hitting to gym. But during MCO, I had to learn preparing teaching works a day before, and standby whole day for replying students homework. It had used up a lot of my time and sometimes I had to squeeze my midnight time to some home-workout. My routine was not ruined at the end after I managing my time and my perception. By dividing the time fairly and equally, I was able to cope with works and physical time. ",0
"Besides that, understanding my cognition helped me to form impressions. In this context, my experiences from accept to overcome challenges were reduced down to the concepts and ideas that I needed. Therefore, my experiences became fundamental in brain as guidelines to face the incoming challenges. ",2
"Besides the perception that I mentioned in Question 3, as I knowing attention, it helps me to cope with my challenges. Attention brings different effects on the brain. It increases activity in areas of the brain that represent the attended location. Sometimes, I will ask myself “Can I attend to more than one thing at a time?” It is because I have so many roles and so many tasks need to complete. So, I train myself to be a multitasking person. From the textbook, I read about experiments by Walter Schneider and Richard Shiffrin (1997) involved divided attention because they required the participant to carry out two tasks simultaneously. However, divided attention becomes difficult when the task is made too hard. For example, I need to take care of my kids and do online teaching at home. Both are difficult tasks for me especially when my kids are crying. It distracts my attention. The environment is full of distractions. As a result, it reminds me need to focus on one thing. After settle with an issue, just continue with the next issue. Step by step, it helps me to cope with my challenges. ",2
"Besides, having a emotional, cognitive and psychological positive are important in daily life. Life will be dimmer if we stuck ourselves in negative thought and emotion. By knowing myself well, I will practice continuously on something I rare in such as baking and online learning. Repeating the skill will transfer it into long term memory can make everything easily and in ordering. Hence, when I succeed in new skill, I will be happy and willing to do it no matter what. An example here as what happened in MCO, I was not a good learner in kitchen and I even did not recognise the name of food’s materials. So, I felt frustrated when I was going to bake a cake. So , I tried hard to practise endlessly, and at the end I succeed in baking a tasty cake on my own. The feeling of success had brighten up my emotional and psychological, and this is the way how I maintain my psychological positive. ",2
"Besides, I also maintain to keep my psychological healthy throughout MCO. At the beginning of MCO, I felt stress when the routine of daily life out of control. Daily life filled with a lot of new challenges from works and study. Luckily, I found ways to release these tension. I liked to play my favourite computer games after works and study, while sometimes I listened to soft music. These activities were helpful to release my tension and keep my psychological healthy.",2
"Besides, I am learning to understand students, parents and public from their perception about the worrying on academic level. As the severe Covid-19 cases increasing continuously, the school is prohibited to reopen and even the tuition center. A lot of parents had started to work from May but the school was still closed until end of June. No more parents guiding transform into tenser situation. As a teacher, I am not going to blame either students and parents because I know it is so hard for virtual learning even through the videocall. The students attention is not stable and they cannot understand the concept without real interaction and learning. In an addition, some parents are undergraduate, they couldnt help much in their children academic and their stress level are triggered. ",0
"Besides, I become more patience and passionate to my kids and my students. I will try to put on their shoes and think for them. As a result, I won’t get mad with my kids and students. The relationship with my kids become stronger. My students also discover my changes. Sometimes, they will joke with me. They prefer the current me which I won’t easily lost my temper. After dealing with challenge, I put more effort to plan my lesson. My students enjoy the lesson during MCO. ",2
"Besides, I encountered the challenge when having online classes with weak internet connection. Weak internet connection is a big challenge to conduct online classes. Weak connection affected the efficiency of interaction in class. I cannot listen clearly and always missed some points in classes. Therefore, I cannot learn and fully understand some topics on the spot. I need to review notes after the classes finished. Therefore, I experienced bad learning processes during online classes. ",0
"Besides, I had a lot of arguments with my wife. This was most challenging periods because my partner and I stayed at home and worked from home. I felt that she didn't understand my situation who always spend more time only to buy groceries. She argued a lot because didnt help her in house chores. She complained that I liked to spend my time outside and looked at the hand phone all the time. When, I uploaded my teaching materials in Google classroom, I need to use my phone and laptop. ",0
"Besides, I have learned to say no to people and things that will negatively affect my work and my studies. Social media like Facebook and Instagram are really can be a time-killer. Every time when I want to search for an information by phone, I would easily get distracted by the social media notifications which appeared on the phone main page. So I have to discipline myself to avoid spending a lot of time on social media. I have to set my phone to silent mode when I need to focus on my assignments or study to avoid being get distracted.",1
"Besides, I meet another challenge in teaching. Before MCO, I teach a student who encountered difficulties in writing in space given. For example, he wrote out of the box in exercise book and cannot colour pictures within the line. These difficulties affected his learning processes. Before learning conceptual knowledge in Cognitive Psychology, I did not know how to cope with his difficulties. I used repetition approach to give the student practice. However, my approach failed to help him. This was because I was lack of knowledge in conceptual knowledge to help him. After learning conceptual knowledge, I have more understanding about his difficulties. I realized that he encountered difficulties in the concept of spacing. He cannot limit and adjust the spacing when writing and drawing. Therefore, I conducted some hands-on activities which involve the spacing concept. For example, I planned ting ting games for him and ask him to jump in the box without stepping on the line. This activity trained his concept of spacing well.  ",2
"Besides, I noticed that problem- solving method also useful for me as a primary school teacher. Most of my students are staying in rural area and their parents are not afford to use smartphone. Only few students are able to attend the online classes and others are not able to follow up.  It was unsolved issues until second week of MCO. Hence, I tried to overcome the issue by using alternative way. I bought few set of questions and notes. I also prepared worksheets and photocopy it. I asked help from few teachers who staying nearby the students house to collect the questions and hand over to the students. I hope that the alternative way will solve the issues. I also called and got update from students who received my notes and worksheets. ",2
"Besides, I prepared a daily to do lists. In this list, I wrote down daily tasks to complete. Tasks arranged from the most to the least important one. After that, a checklist prepared to check the progress of tasks. To do list and checklist helped me to make sure all the listed tasks were completed. Therefore, I would not missed tasks either in works or in study.    ",1
"Besides, in order to solve the problem caused by the movement control, we use the online chat, such as WhatsApp to conduct a discussion. It is easy for us to discuss if the Internet is smooth and stable. Sometimes, my group members face the Internet problem and may miss out something we discussed. Therefore, I have to find some way to help to solve this problem based on my past experience. I would continue to discuss the assignment with the other members who do not face the Internet or device problem. Then I would type it out in our group for view. Otherwise, I would record the whole conversation and send to our group for record and reminder for all.",1
"Besides, when I faced with something which I could not settle by myself, I will search for the help from others such as my family and friends. We could not expect we can handle everything perfectly in our live. Appropriately seeking help from others can make our live easier and we could be healthier spiritually and psychologically.",1
"But chasing knowledge was unstoppable,   I had attended several online learning classes through application of Zoom, Google Meet and Webex. These were a new learning style for me and I never experienced virtual class. The stabilization of home internet, the substained attention and other little things around were the big issues for online learning.",1
"But this daily routine had bored me after some times, so I would interchange with some interesting activities to light up my life such as watching drama which I desired for so long, or baking in the night time. Baking was a new learned skill during MCO. With baking, my brain was refreshing and more functioning while remembering the steps to bake a chiffon cake. Several times of failure had restructuring my brain knowledge and rearranging the useful information about baking. ",2
"But, I was naive when I found out this sudden outbreak was not a good news for me even for any citizen in Malaysia or within all human in this lovely world. There was a virus which called Corona-19 attacked silently and speedy throughout the whole world and caused thousands of life or even more! ",0
"But, Stay-At-Home was typically a wonderful moment for family bond up time. So do I. Besides working and my own physical gym, I also took out some times for family bonding because I knew this was a perfect time for this. So, I spent my night time with family such as baking, or watching drama together. ",2
"But, without supporting from friends and family, I think I couldn't make my life meaningful. Learning a new skill needs a lot of supporting because they could give me strength and power when I am upset. For instance, the burden of work was more stressful during MCO, because we had to assign attention to different aspect such as the content of academic, the pedagogy teaching method, the level of understanding on student, the internet problem, the natural disturbance from environment and so on. All of these mixed up together and formed a big and invisible stress. The support from family had strengthen me when I was stress. They give me physically support such as helping me in household cleaning, preparing meal when I am busy and so on. A deepest thankful and grateful to all of them who had supporting me no matter in physically or emotionally. ",2
"By knowing my own cognition from different aspect of attention, working memory, category formation and recognition, I was able to cope my lots of assignment assigned between works and life. With the present of Covid-19, whole Malaysian include me were requested to stay at home until the virus condition in controllable level. Thus, I failed to attend any academic and physical classes during this 3 months of MCO . ",2
"By understand my own cognition to my weakness, I can cope with any challenges easily.",2
"By understanding my own cognition in my ability to solve problem, I managed to cope with my stress in life. I try to identify my negative thoughts and behaviors that increase my stress burden and the situations where stress occurs. For example, the challenges I met was the new teaching and learning norms during the MCO period and I did really feel stress when I need to learn all new things to deal with the new norms. The feeling of taking learning new things as a burden is my negative thought. By having this negative thought, I will feel stress and unhappy easily. So, I have to change my negative thinking patterns and replace them with a more positive and realistic one. As I should take learning new knowledge as part of my growth of life and is a chance to improve my self-competence.",2
"By understanding the mechanisms of perception, memory, attention, thinking and solving problems is useful in almost all professions. It helps me to develop my own thinking and reflection and see some of my own biases. I feel that i am quite successful in facing these challenges. ",2
"Cabaran kedua ialah ibu bapa tidak tahu cara-cara menggunakan Google Classroom. Walaupun saya telah menerangkan cara-cara log masuk Google Classroom, tetapi masih ada ibu bapa tidak faham kerana mereka kurang mahir menggunakan platform ini. Oleh itu, mereka tidak berhenti-henti hubungi saya. Saya telah banyak menerima telefon dari mereka dan saya sudi mengorbankan masa untuk mengajar mereka. Walaupun telah lewat malam, tetapi terdapat segelintir ibu bapa masih menghubungi saya. Saya telah menggunakan satu minggu baru selesaikan masalah ini. Hal ini telah mengganggu masa rehat saya.",0
Cognition refers to the mental processes or thinking skills that allow people to learn and function in daily life. Understanding my own cognition helps me to curb the challenges effectively.,2
"Cognitive Psychology helps me a lot in my teaching life and my daily life especially during MCO because I learn from the different perspective. Different people have different brains and thinking.  I realize that different people have to deal with different techniques. Before we cope with a challenge, think the best way to solve it first. ",1
"Cognitive psychology involves the study of internal mental processes -- all of the things that go on inside our brain, including perception, thinking, memory, attention, language, problem-solving, and learning. Having the knowledge about cognitive psychology does really help me to cope with the challenges that I am facing now. ",2
"Cognitive psychology is “the study of mental processes, which includes determining the characteristics and properties of the mind and how it operates.” (Goldstein, 2018) Hence, I always ask myself “how it operates” and “why do I make this decision” when I try to solve the problem. After learning about cognitive psychology, I understand about the mind creates and controls mental capacities such as perception, attention, and memory and creates representations of the world that enable me to function. ",2
"Cognitive psychology is the study of mental processes, which include determining the characteristics and properties of the mind and how it operates. Understanding cognitive psychology is an important to help us gain a deeper and richer understanding of the many mental events that contribute to our daily existence and overall well-being. I feel very fortunate to have access to the subject of cognitive psychology because I can use what I have learned to overcome the challenges I face during MCO.",2
"Communicate with employer. Communicate openly and honestly about how i handling everything. University is demanding enough as it is, so make sure I straightforward about availability and state any concerns i might have. Be vigilant of this, and don't overextend yourself. If don't have enough time to commit to a part-time job, can check out alternative ways to make money. ",1
"Day by day, I discover that I started pay more attention in do my work, manage the time well and finish the tasks more effectively. I have to maintain physically, psychologically and spiritually well-being lifestyle also. Sometimes, I carry out Zumba dance at home with my mother to maintain our body health. It is not only keep my family and I body health but also reduce the risk of COVID-19. I always pray to God for healing people of all ages and stations of life from physical, mental, and spiritual ailments and hope that the Covid-19 pandemic would end soon.",2
"Definitely yes, the knowledge about cognitive psychology helped me to cope with the challenges now. The knowledge applied to cope with the challenges in my teaching.",2
"Depending on ones environment and the values was taught growing up, a person will develop an inner guiding voice and there is tendency to be harshly self-critical. Each of us has our different background of life which lead to the way how we were taught. It is very important to stay positive in any situation just to make sure we think rationally. Unfortunately, the perception we have of ourselves also can influence our behavior. Have you ever feeling the value of you are not good enough before? Yes, I did for so many times. But I will always remind myself nobody is perfect in this world. You can't have satisfied people in decisions you made and made them agreed with it. In conclusion, the one who knows ourselves better is us. ",1
"Due to the impact of this epidemic, schools cannot be opened from 18th March 2020 until now. In order to not affect the learning of students, the education bureau instructed teachers to conduct online teaching in their own homes. For me, it is a challenge because I know nothing about Information Technology. I also have not learned how to use Google Form to make exercises in Google Classroom. So, it is a very challenging task for me and I do not have confidence to learn it. Besides myself, I also need to teach parents of my students on the way to use Google Classroom so that they can guide their children to use it to answer questions designed by teachers. If students encounter problems with online learning, I need to help them solve the problems. For some students who do not have internet, I need to send the practice questions to them via SMS. Sometimes, I have to send the latest news to each parent for their updates. This virtually increases the amount of work I do and makes me feel out of breath.",0
"During MCO , the life was struggling with lots of works, academic studying, physically exercise, life interference, worrying from parents and stress from superior authorities. Every challenges had been settled down one by one with diligently and patiently. The method to deal with struggles were simple and easy, which were calming down and find alternative way. ",1
"During MCO, a lot of distractions in home reduced my concentration in works and study. To cope with this problem, I set a work and study space in my home. I set rules for myself in this space and I shared the rules with my family members, so that they can help me to cope with this problem. If I broke the rules, I will lose one of my meal in a day as punishment to myself. These rules were useful to increase the efficiency in works and study.",1
"During MCO, i have to wake up early, cook breakfast and work while the kids were still asleep. Bacause once they wake up early, they would constantly demand my attention, asking for milk or food throughout the day. The kids also complain that they're bored and ask me play with them, even when im in the middle of the meeting with principle, discussions with my colleague or trying to prepare a report. I used to cook just two meals a day. But now that all of them are home all day, im preparing food and snacks throughout the day. ",0
"During MCO, my husband cannot work and has no income, I have to be responsible for the family expenses as well. This burden makes me very cautious in spending money because I am afraid of going over budget. This worry makes me find that spending money is challenging. Another thing that makes me feel challenging is I cannot buy masks and hand sanitizer. During MCO, the government requires people to wear masks when they go out and also encourages people to wash their hands with hand sanitizer to prevent epidemic infection. Therefore, people become panic in buy masks and hand sanitizer causing them to be out of stock. It makes me very annoy and frustrated.",0
"During MCO, stay healthy and alive is the most important mission for everyone. I built some principles to stay healthy lifestyle, so that I am strong enough to keep away from virus and sicknesses. ",1
"During MCO, students have been prohibited to having classes at school and campus, alternatively online classes become replacement. Regarding to delivery knowledge efficiently and help students to acquire and encode knowledge in their mind, all the teachers work hard together and trying to make online classes more interactive and fun. Knowledge about cognitive psychology can explain well how people think and process information, and how the memory is formed in our brain. It also provides a number of ways to encode the knowledge into our long-term memory, such as elaborate, generate and test, organize and take breaks. Let’s say that Dr. Narina always shares the interesting video in e-learning which is a way to impart the knowledge for us because video is a recording of moving pictures with sound. It makes us easier to understand and easier to encode the new knowledges.",1
"During Movement Control Order (MCO) due to COVID-19, I have faced many problems that baffled me within this long period. The challenges that I have to face are the problem of limited time, movement control and device.",0
"During the MCO, some of my teachers had to return to their hometowns, where the Internet connectivity may be unstable. Hence, we decided to use Whatsapp Video Calls to conduct e-learning sessions for our childcare centres and kindergartens. There will be three children for one session of voice call. For example, if the class has 12 students, the teacher will conduct four e-learning sessions based on the same daily teaching plan.",1
"Every teacher need to conduct teaching process through online classes during MCO. So am I. Before discussing the ways to cope with the juggling work and study, I would like to list out the works during MCO. Besides teaching, I need to handle some technical problems coped by my students and parents. I also communicated with parents about their children's homework. These works happened out of the working hours. Therefore, I forced to make changes in daily routines from time to time during MCO.",1
"Everyday i had supervising my eldest daughter, second daughter and third son home-based schooling. It took me a lot of time to accompany my children to do their homework. I have tried to supervise three children to do their homework together at the same time, but every time i feel very upset and easily get angry. I can't control my own emotions. So i chose to supervise my children to do their homework individually. It took me a day to supervise their homework. Everyday i am in a state of tension.",0
"Expressing what is on your mind will help you to maintain a focused mind. After a long day or a significant event, you may feel confused and not be able to make sense of your feelings. By writing down your thoughts, you may be able to think clearer and move forward.",1
"First of all, a good time management is very important to me. I know my time management skill is always my weakest part and since all teachers were required to start online teaching from 1April 2020, I have to divide my time wisely. I have marked all the school work and assignments deadlines on my calendar in case I won’t miss any work. Besides, I have forced myself to create time to study in my schedule to ensure that I can follow up my studies. Sometimes, though, my actions don’t keep up with my thoughts. As preparing online teaching aids takes time and spending long time in front of computer makes me feel tired easily and no more energy to read the books. But I will try my best.",1
"Firstly, I chose to aware with the challenges. At the beginning of MCO, I chose to keep myself away from the challenges. I always found accuses to relax at home to keep myself away from the challenges. However, I realized that I still needed to face those challenges to prevent accumulation of works and delay in learning. Therefore, I found ways to face those challenges positively. I read an article in the website to introduce 3 greatest ways to perceive yourself dealing with challenges. I found the sharing in the article are useful to me. ",2
"Firstly, I faced the toughest challenge is the internal challenge which is self-discipline in learning process. I experienced freedom at home during MCO. This freedom caused me to lose my self-discipline in learning. Self-discipline includes my focus, attitude and routine in learning processes. Before MCO, I managed to focus my learning in routine classes. During MCO, most of the classes conducted via online. In this situation, I feel difficult to focus. I managed to have self-learning and do revisions after the online classes. However, my weak self-discipline caused me to give up self-learning many times. Therefore, lack of self-discipline was a big challenge to me during MCO.",0
"Firstly, I make a schedule for myself and try to stick to the schedule. A schedule is a great way to figure out my priorities and the amount of time I need to get everything done. I have scheduled my daily routine accordingly. For example, I wake up at 7am every day and I would read book for at least one hour before taking my breakfast. After breakfast, I would start doing my own affair, such as doing assignment or conduct Google Classroom for students. At 4:30pm, I would do Tabata for at least 4 minutes until 8 minutes. Thus, I hope that my daily life is at a work-life balanced state.",1
"For centres that do not have any problem with the Internet, I recommend using an app like Zoom. The suitable ratio should be a maximum of seven students for one teacher in each session, since the screen size will become smaller as more students are involved. Early childhood education focuses more on the process instead of the result. What appears on the screen is important to ensure a meaningful e-learning session. This e-learning method is suitable for children aged three or above.",1
"For example, when I felt frustration, it can cause me to find fault in my family members. When I frustrated about something or someone, I started to blame others for it and if the more faults I see the more frustrated I become. Therefore, I understood that whatever our emotions tell and it`s better not to follow our emotions to handle the situation. Earlier, I felt frustrated about my students who didn't complete my task on time.  But once I learnt to accept their situation, I can overcome my feelings. I changed myself to be more supportive with my students. I ensured that I have a good quality communication and provided accurate information to my students. I asked about their problems and always keep in touch with the parents too. I provided some donations to the parents in order to help them to overcome their financial problem.",1
For few times I had experienced the network problem and can't connect to the online classes. But it did not inhibit me from learning. The alternative strategies was found by using mobile instead of computer. This is because my mobile internet was smoother than home internet. ,1
"For me, cognitive psychology has revealed a lot about human cognition: how easy it is both to remember things and to construct a false memory or forget something, how our cognition is full of errors and still surprisingly good enough and adaptive. It is interesting to see how our perception is based on earlier information and how our decisions can be based on trivial or flawed information.",1
"For me, future is part of things which I really care about it, not only the goals but also my psychology and spiritual. I want my life is full of positive vibes so I am trying in every single step and way. I know it isn’t hard to make it if I able to balance my work-life. ",2
"For me, I am not a work-addicted-person nor a bookworm but a busying person between work and life. It was a step to become a better me as I will know how to cope with stress and busy. The emotional was a very important part in everyday, if I failed to control my emotion, I would lose my assiduous work. ",1
"For me, I know I can't resist from any physical activities including cross-fit, playing badminton, yoga, home-workout and so on. So, I will squeezed out two hours for refreshing from the busy lifestyle. I am addicted to the feeling of sweat, it make me feel so relieve and refresh. I like to practising yoga at morning hour because it restart and refresh my mind and be energetic for the whole day work. Sometimes, I will jog at park nearby. Running in the scene of beautiful sunset, surrounded by bird singing sound are totally delighting me. Physical activities improving metabolism and refreshing my structure of mind-web. For keeping social distancing, I started to practise exercise at home and I found out home is another best place for sweating with just a yoga mat and exercise tutorial from youtube. Having the physical activities 4 times per week isn’t hard, what make it harder is the destabilize mind.",1
"For me, it is necessary to plan what you are going to do for the next day and upcoming days. Before I go to sleep, I love to reflect myself what I have done for today and what will I do for tomorrow. Usually I will set in my mind for the next day's plan that I need to finish my reflective essay for Cognitive Psychology, cook fried rice for breakfast, do some house chores. That is how I will make sure my plan is done according to what I have set a day before. I am still single, unmarried. I am pretty sure, a student who already married and have children are much busier compared to me and I salute to all working, studying mother out there. There is time a pile of workloads come in one time. I started to depressed and clueless where and what to start first. First thing first I need to calm down and take a deep breath. All human has been given 24 hours a day to fit in with beneficial activities. People who loves to waste time is the one who loves to do nothing in a day. Thus what I need to do is schedule my-to-do list and prioritize the most important thing to complete. ",1
"From my perception, life was not only filled up by works and study, but with some physical activities. The physical activities included fine motor and gross motor skills so playing puzzle was another interesting activities for me to refresh from daily work and study. ",2
"Furthermore, we are not allowed to go somewhere as we like during this period. This is a troublesome problem because we are not allowed to gather at some place and causes us having difficulty in discussing assignment directly. Alternatively, we use online chatting to discuss our assignment yet still having problem, which is every time just a member can speak out otherwise it would be very noisy. Misunderstanding arises when sharing ideas because other members cannot imagine and understand when someone is talking at another side. Sometime, the Internet is very slow and unstable. We are forced to sign in to the conversation again. It takes a longer time for us to finish discussion compare to face-to-face conversation. Frankly, face-to-face interaction is easier for us to discuss and sharing our idea.",0
"Get enough rest and prioritize your health.Remaining healthy both physically and mentally is key! Keep in mind that are still growing, and need to take special care of your health. Sleep a minimum of 7 to 8 hours, or at least try to. This will strengthen your immune system, benefit your memory, and help you cope with stress much better. Also, be sure to eat nutritious food throughout the day to keep your energy up. We get that takeaway can be tempting, but while you're balancing your busy schedule, try aiming for a more balanced diet as well!",1
"Hence, I also apply this method in conducting online classes for my students. I always look out interesting ways and learn some technique to attract my students attention because students attention is short and poor concentration. For instance, I use quiz to test my students understanding because testing on material students have studied pays dividends in improved memory. I also would give the students a short break when they are tired.",1
"Hence, I also try to make myself happy by finding new hobbies. I learnt to play carom through you tube. After that, I bought a carom board from shop. I decided to play carom with my father and wife. We fixed a time. After tea break, we will sit together to play carom. I tried to get my parents and my wife`s attention. We enjoyed playing it. So I can spend my valuable time with my family. Sometimes I will play carom with my children too. They had fun and at the same time they practiced skills like counting, reading, visual perception, and eye hand coordination. ",2
"Here was my daily routine during MCO. On daytime, I was busy settling my teaching job via video recording, explaining and replying homework through Whatapps until afternoon time. After that I would hit up to a perfect workout time in the evening with the beautiful sunset scene which had able to calm myself and run out from hustle and bustle work. Another reason was Im a gymaholic and it was a daily routine for me. At the night time was the studying time to finish all my assignment and paperwork of master course. ",1
